id,material,quantity,source,carbon_savings,project_location,used_in_project,date_added
350,Rammed Earth,729,EarthInnovations,2034.8,Denver,Yes,2023-08-20
351,Recycled Plastic,387,NatureBricks,871.45,Miami,No,2023-10-01
352,Rammed Earth,305,NatureBricks,1323.79,San Francisco,Yes,2023-03-31
353,Bamboo Fiber,701,NatureBricks,2062.07,Miami,Yes,2023-07-01
354,Rammed Earth,175,EarthInnovations,675.01,Austin,Yes,2023-04-16
355,Rammed Earth,720,EarthInnovations,2133.99,Austin,Yes,2023-03-07
356,Bamboo Fiber,912,NatureBricks,4101.25,Denver,Yes,2023-04-30
357,Rammed Earth,963,PlasticCycle,2049.87,Austin,No,2023-09-24
358,Geopolymer,798,NatureBricks,2398.25,Denver,No,2023-08-23
359,Rammed Earth,539,GreenBuild Ltd.,1803.83,Austin,No,2023-05-22
360,Geopolymer,789,Sustainable Works,2541.6,Austin,Yes,2023-11-17
361,Geopolymer,202,GreenBuild Ltd.,839.14,New York,No,2023-11-24
362,Hempcrete,189,NatureBricks,572.9,Seattle,No,2023-07-19
363,Geopolymer,967,PlasticCycle,2556.93,Chicago,No,2023-04-13
364,Hempcrete,760,EarthInnovations,2767.42,New York,Yes,2023-12-30
365,Straw Bale,518,EarthInnovations,1406.33,Houston,Yes,2023-01-24
366,Recycled Plastic,674,Sustainable Works,2952.61,Chicago,Yes,2023-05-17
367,Rammed Earth,511,NatureBricks,2428.68,Austin,No,2023-10-07
368,Hempcrete,842,PlasticCycle,3202.87,Denver,No,2023-10-27
369,Straw Bale,634,EcoCement Co.,2351.93,Seattle,No,2023-07-13
370,Rammed Earth,636,EarthInnovations,2774.72,San Francisco,Yes,2023-03-28
371,Bamboo Fiber,602,NatureBricks,2223.11,New York,No,2023-08-16
372,Geopolymer,325,Sustainable Works,1508.17,San Francisco,No,2023-12-29
373,Rammed Earth,124,PlasticCycle,268.28,Houston,Yes,2023-09-04
374,Straw Bale,219,GreenBuild Ltd.,689.13,Denver,No,2023-10-07
375,Bamboo Fiber,900,PlasticCycle,1948.96,Boston,Yes,2023-05-20
376,Recycled Plastic,949,EarthInnovations,3900.18,San Francisco,No,2023-03-19
377,Bamboo Fiber,822,EcoCement Co.,1678.45,San Francisco,Yes,2023-05-29
378,Bamboo Fiber,484,EcoCement Co.,1639.61,Seattle,Yes,2023-05-04
379,Geopolymer,489,EarthInnovations,1698.64,San Francisco,No,2023-10-24
380,Geopolymer,761,EcoCement Co.,2900.88,Miami,Yes,2023-05-17
381,Recycled Plastic,654,EcoCement Co.,2399.98,Austin,Yes,2023-03-01
382,Geopolymer,353,GreenBuild Ltd.,712.13,Los Angeles,No,2023-03-21
383,Bamboo Fiber,431,EarthInnovations,1044.63,Miami,Yes,2023-05-07
384,Bamboo Fiber,762,EarthInnovations,1591.83,Denver,Yes,2023-08-04
385,Recycled Plastic,507,GreenBuild Ltd.,2219.23,Denver,Yes,2023-02-20
386,Hempcrete,169,NatureBricks,652.77,New York,Yes,2023-04-17
387,Straw Bale,881,Sustainable Works,3206.88,Boston,No,2023-10-16
388,Straw Bale,584,Sustainable Works,1813.44,Los Angeles,No,2023-10-26
389,Bamboo Fiber,987,EcoCement Co.,4883.5,Los Angeles,No,2023-07-23
390,Straw Bale,749,NatureBricks,2037.26,New York,Yes,2023-07-29
391,Rammed Earth,137,GreenBuild Ltd.,299.55,Seattle,No,2023-10-21
392,Geopolymer,469,PlasticCycle,2180.6,Los Angeles,Yes,2023-09-14
393,Recycled Plastic,148,GreenBuild Ltd.,356.29,Chicago,No,2023-01-27
394,Straw Bale,558,GreenBuild Ltd.,1325.82,Houston,No,2023-04-08
395,Recycled Plastic,565,GreenBuild Ltd.,1853.34,Boston,Yes,2023-06-05
396,Recycled Plastic,975,EcoCement Co.,3451.78,Houston,No,2023-07-14
397,Straw Bale,646,EarthInnovations,1536.18,New York,Yes,2023-11-13
398,Hempcrete,843,Sustainable Works,4123.74,Seattle,No,2023-03-17
399,Straw Bale,426,EarthInnovations,1220.81,New York,Yes,2023-01-01
400,Hempcrete,472,EcoCement Co.,1209.97,Houston,No,2023-04-19
401,Hempcrete,948,GreenBuild Ltd.,3471.38,New York,No,2023-03-29
402,Bamboo Fiber,490,EarthInnovations,1639.98,Los Angeles,Yes,2023-08-24
403,Rammed Earth,386,GreenBuild Ltd.,1147.6,Houston,Yes,2023-05-11
404,Straw Bale,555,GreenBuild Ltd.,1333.06,San Francisco,No,2023-02-19
405,Geopolymer,468,PlasticCycle,1209.99,Houston,Yes,2023-12-17
406,Hempcrete,485,Sustainable Works,2249.74,Denver,Yes,2023-02-16
407,Hempcrete,837,EcoCement Co.,3317.33,Chicago,No,2023-08-09
408,Geopolymer,207,EarthInnovations,745.09,Denver,No,2023-10-10
409,Bamboo Fiber,425,NatureBricks,1390.69,Chicago,Yes,2023-06-26
410,Bamboo Fiber,524,NatureBricks,1874.47,Denver,No,2023-04-19
411,Hempcrete,249,GreenBuild Ltd.,1030.53,Miami,Yes,2023-10-25
412,Geopolymer,126,NatureBricks,271.26,Seattle,No,2023-11-22
413,Geopolymer,114,NatureBricks,262.88,Miami,Yes,2023-10-06
414,Straw Bale,179,EcoCement Co.,866.1,Austin,Yes,2023-02-28
415,Straw Bale,282,GreenBuild Ltd.,705.7,New York,Yes,2023-03-06
416,Hempcrete,628,EcoCement Co.,1733.15,Chicago,No,2023-01-06
417,Hempcrete,397,GreenBuild Ltd.,1818.89,Miami,Yes,2023-09-15
418,Straw Bale,936,GreenBuild Ltd.,2478.84,Los Angeles,No,2023-02-01
419,Hempcrete,232,PlasticCycle,861.31,Miami,Yes,2023-08-25
420,Rammed Earth,919,NatureBricks,3455.23,Boston,No,2023-12-13
421,Rammed Earth,582,Sustainable Works,2019.25,Los Angeles,No,2023-12-26
422,Hempcrete,812,Sustainable Works,2692.33,Los Angeles,Yes,2023-12-29
423,Geopolymer,655,EcoCement Co.,2856.61,Houston,Yes,2023-02-03
424,Bamboo Fiber,165,EcoCement Co.,567.83,New York,No,2023-03-29
425,Recycled Plastic,710,NatureBricks,2485.46,New York,Yes,2023-08-03
426,Hempcrete,611,Sustainable Works,2958.92,Chicago,No,2023-12-03
427,Bamboo Fiber,179,EcoCement Co.,763.21,New York,No,2023-10-23
428,Hempcrete,101,Sustainable Works,314.48,San Francisco,No,2023-05-08
429,Hempcrete,426,GreenBuild Ltd.,1509.44,Houston,No,2023-07-03
430,Bamboo Fiber,588,Sustainable Works,2381.75,New York,No,2023-11-07
431,Bamboo Fiber,879,EarthInnovations,3914.19,Miami,Yes,2023-05-13
432,Rammed Earth,485,PlasticCycle,1545.5,San Francisco,No,2023-04-15
433,Straw Bale,142,NatureBricks,304.05,New York,Yes,2023-03-18
434,Recycled Plastic,960,Sustainable Works,2052.3,Seattle,No,2023-06-29
435,Geopolymer,841,EcoCement Co.,2205.4,Los Angeles,No,2023-06-24
436,Recycled Plastic,722,Sustainable Works,2077.63,Chicago,No,2023-07-20
437,Hempcrete,597,EcoCement Co.,2097.35,Denver,Yes,2023-05-31
438,Bamboo Fiber,495,NatureBricks,2131.36,Denver,No,2023-07-26
439,Rammed Earth,121,Sustainable Works,278.73,Houston,No,2023-03-26
440,Bamboo Fiber,140,EarthInnovations,581.74,Boston,No,2023-04-05
441,Recycled Plastic,509,PlasticCycle,2250.05,Seattle,Yes,2023-05-24
442,Straw Bale,430,EcoCement Co.,952.43,Seattle,No,2023-03-31
443,Recycled Plastic,722,Sustainable Works,2202.22,Seattle,Yes,2023-01-23
444,Recycled Plastic,507,PlasticCycle,1463.55,New York,No,2023-03-18
445,Straw Bale,764,EarthInnovations,2843.53,Houston,No,2023-05-18
446,Straw Bale,255,EarthInnovations,968.43,New York,Yes,2023-07-27
447,Rammed Earth,936,PlasticCycle,3465.53,Austin,Yes,2023-06-22
448,Recycled Plastic,153,Sustainable Works,608.47,Seattle,No,2023-06-25
449,Straw Bale,129,GreenBuild Ltd.,470.76,Austin,No,2023-11-04
450,Rammed Earth,916,EarthInnovations,2039.01,Chicago,Yes,2023-11-12
451,Straw Bale,215,Sustainable Works,973.58,Los Angeles,No,2023-10-21
452,Geopolymer,581,NatureBricks,1338.33,Miami,Yes,2023-01-05
453,Straw Bale,127,NatureBricks,462.64,Miami,No,2023-11-09
454,Bamboo Fiber,765,EcoCement Co.,2783.01,Austin,Yes,2023-09-23
455,Straw Bale,178,EcoCement Co.,356.99,San Francisco,No,2023-11-29
456,Geopolymer,934,EcoCement Co.,4253.37,New York,No,2023-09-07
457,Straw Bale,990,GreenBuild Ltd.,3799.36,Austin,No,2023-09-08
458,Geopolymer,725,Sustainable Works,1980.68,Seattle,Yes,2023-05-30
459,Straw Bale,784,NatureBricks,2257.09,Seattle,Yes,2023-05-17
460,Geopolymer,207,EcoCement Co.,492.15,Chicago,No,2023-02-21
461,Straw Bale,741,EarthInnovations,1954.83,Austin,Yes,2023-10-24
462,Rammed Earth,301,EarthInnovations,655.74,Boston,Yes,2023-04-22
463,Hempcrete,962,GreenBuild Ltd.,2718.73,Miami,No,2023-07-07
464,Bamboo Fiber,187,EarthInnovations,485.51,Austin,No,2023-06-15
465,Recycled Plastic,665,GreenBuild Ltd.,2030.45,San Francisco,No,2023-08-19
466,Bamboo Fiber,215,NatureBricks,583.89,Austin,Yes,2023-09-08
467,Rammed Earth,910,EarthInnovations,3374.35,Boston,No,2023-11-01
468,Geopolymer,185,Sustainable Works,713.77,Houston,No,2023-04-25
469,Geopolymer,839,GreenBuild Ltd.,3535.92,Boston,No,2023-01-22
470,Geopolymer,432,GreenBuild Ltd.,1534.88,Miami,No,2023-09-07
471,Geopolymer,127,EarthInnovations,494.75,New York,Yes,2023-06-30
472,Recycled Plastic,661,PlasticCycle,2061.75,Denver,No,2023-02-19
473,Hempcrete,934,NatureBricks,4589.41,Boston,Yes,2023-03-23
474,Bamboo Fiber,879,EcoCement Co.,3769.31,Denver,No,2023-03-23
475,Rammed Earth,306,EarthInnovations,1371.47,Boston,No,2023-09-13
476,Rammed Earth,531,NatureBricks,2409.08,San Francisco,No,2023-05-31
477,Rammed Earth,979,Sustainable Works,2606.27,Boston,Yes,2023-09-05
478,Hempcrete,492,GreenBuild Ltd.,1768.39,Los Angeles,Yes,2023-08-28
479,Geopolymer,924,EcoCement Co.,3739.02,Miami,No,2023-07-19
480,Bamboo Fiber,707,NatureBricks,2971.16,Los Angeles,No,2023-05-23
481,Rammed Earth,746,PlasticCycle,1645.09,Los Angeles,No,2023-12-05
482,Recycled Plastic,508,NatureBricks,1029.46,Houston,Yes,2023-10-12
483,Straw Bale,185,GreenBuild Ltd.,463.79,Houston,No,2023-05-26
484,Bamboo Fiber,956,GreenBuild Ltd.,2594.92,Denver,No,2023-10-17
485,Straw Bale,792,PlasticCycle,3513.35,Seattle,Yes,2023-01-13
486,Hempcrete,125,GreenBuild Ltd.,384.76,Denver,No,2023-07-23
487,Recycled Plastic,862,EcoCement Co.,1998.14,Seattle,No,2023-01-05
488,Geopolymer,364,PlasticCycle,1184.29,Houston,Yes,2023-03-19
489,Hempcrete,246,EcoCement Co.,530.96,Denver,Yes,2023-05-05
490,Bamboo Fiber,749,PlasticCycle,2814.24,Miami,Yes,2023-05-03
491,Recycled Plastic,781,NatureBricks,2454.48,Boston,No,2023-07-20
492,Bamboo Fiber,881,Sustainable Works,3528.46,New York,Yes,2023-12-20
493,Straw Bale,446,Sustainable Works,1189.2,Denver,No,2023-06-24
494,Bamboo Fiber,993,NatureBricks,4320.69,Houston,Yes,2023-06-03
495,Straw Bale,830,Sustainable Works,3154.19,Austin,No,2023-12-20
496,Bamboo Fiber,235,EarthInnovations,705.24,Austin,No,2023-10-21
497,Hempcrete,356,EcoCement Co.,1365.73,Austin,Yes,2023-11-25
498,Geopolymer,865,NatureBricks,1889.3,Los Angeles,Yes,2023-04-08
499,Bamboo Fiber,682,EarthInnovations,1446.94,Seattle,Yes,2023-10-19
500,Rammed Earth,396,Sustainable Works,1462.05,Boston,Yes,2023-05-13
501,Geopolymer,564,PlasticCycle,2319.46,Chicago,No,2023-09-19
502,Hempcrete,919,Sustainable Works,4543.24,Los Angeles,Yes,2023-11-06
503,Bamboo Fiber,122,NatureBricks,282.65,New York,No,2023-04-06
504,Rammed Earth,819,PlasticCycle,2732.29,Seattle,Yes,2023-10-08
505,Bamboo Fiber,959,GreenBuild Ltd.,4098.58,Denver,No,2023-01-09
506,Recycled Plastic,160,Sustainable Works,445.31,Denver,Yes,2023-08-27
507,Rammed Earth,604,Sustainable Works,1354.12,Chicago,No,2023-03-23
508,Recycled Plastic,550,PlasticCycle,1621.11,Chicago,No,2023-02-23
509,Straw Bale,753,Sustainable Works,1623.36,Miami,Yes,2023-06-19
510,Hempcrete,793,EarthInnovations,3653.82,Austin,No,2023-07-18
511,Straw Bale,486,EarthInnovations,1272.5,Houston,Yes,2023-10-20
512,Bamboo Fiber,197,NatureBricks,709.85,Austin,Yes,2023-03-03
513,Geopolymer,619,EarthInnovations,2604.73,Miami,Yes,2023-02-15
514,Hempcrete,651,EcoCement Co.,1352.01,Houston,Yes,2023-08-17
515,Rammed Earth,310,Sustainable Works,967.78,San Francisco,No,2023-05-05
516,Straw Bale,948,EarthInnovations,2107.85,Houston,Yes,2023-12-01
517,Hempcrete,912,GreenBuild Ltd.,4054.71,Boston,Yes,2023-11-29
518,Straw Bale,341,GreenBuild Ltd.,1325.09,Austin,Yes,2023-04-23
519,Geopolymer,439,EarthInnovations,1946.36,San Francisco,No,2023-08-29
520,Hempcrete,704,EcoCement Co.,1715.5,Denver,No,2023-05-02
521,Hempcrete,693,Sustainable Works,2212.36,New York,No,2023-06-20
522,Rammed Earth,377,GreenBuild Ltd.,790.32,Denver,No,2023-04-29
523,Recycled Plastic,499,Sustainable Works,1268.61,Denver,No,2023-07-28
524,Hempcrete,873,EarthInnovations,3637.71,New York,No,2023-08-21
525,Hempcrete,766,NatureBricks,3657.16,Seattle,Yes,2023-12-23
526,Hempcrete,750,Sustainable Works,2930.25,Austin,Yes,2023-05-25
527,Rammed Earth,631,GreenBuild Ltd.,1289.01,New York,No,2023-02-26
528,Rammed Earth,856,Sustainable Works,1983.32,Miami,Yes,2023-12-08
529,Straw Bale,274,PlasticCycle,1297.93,Boston,Yes,2023-04-14
530,Recycled Plastic,990,GreenBuild Ltd.,3989.22,Denver,Yes,2023-12-14
531,Rammed Earth,275,NatureBricks,1321.07,Seattle,No,2023-01-22
532,Hempcrete,509,Sustainable Works,1502.16,New York,Yes,2023-08-18
533,Bamboo Fiber,259,EcoCement Co.,995.56,Boston,Yes,2023-09-26
534,Hempcrete,906,EarthInnovations,3148.85,Houston,No,2023-06-13
535,Recycled Plastic,719,PlasticCycle,1823.0,Boston,No,2023-05-09
536,Geopolymer,461,EarthInnovations,2295.22,Chicago,No,2023-07-01
537,Rammed Earth,707,GreenBuild Ltd.,3178.36,Seattle,Yes,2023-12-02
538,Bamboo Fiber,146,EarthInnovations,347.86,Seattle,No,2023-07-13
539,Geopolymer,232,NatureBricks,885.03,Chicago,No,2023-03-05
540,Recycled Plastic,933,NatureBricks,3940.48,Miami,No,2023-03-19
541,Rammed Earth,355,NatureBricks,1503.07,San Francisco,No,2023-10-28
542,Straw Bale,776,GreenBuild Ltd.,3646.02,Miami,No,2023-08-29
543,Rammed Earth,448,GreenBuild Ltd.,1332.57,New York,Yes,2023-04-12
544,Recycled Plastic,750,PlasticCycle,1704.71,Houston,Yes,2023-10-05
545,Recycled Plastic,877,PlasticCycle,2152.65,Boston,Yes,2023-07-09
546,Rammed Earth,254,GreenBuild Ltd.,1211.08,Houston,No,2023-05-29
547,Geopolymer,261,Sustainable Works,796.3,San Francisco,No,2023-08-11
548,Rammed Earth,257,Sustainable Works,535.62,New York,Yes,2023-09-26
549,Recycled Plastic,445,NatureBricks,1395.22,Chicago,No,2023-07-10
550,Recycled Plastic,182,Sustainable Works,454.85,Austin,No,2023-03-03
551,Geopolymer,546,EarthInnovations,2419.84,Los Angeles,Yes,2023-02-19
552,Straw Bale,236,Sustainable Works,553.99,Boston,No,2023-08-28
553,Bamboo Fiber,748,Sustainable Works,2316.65,Miami,No,2023-03-27
554,Geopolymer,392,NatureBricks,1933.27,Los Angeles,No,2023-07-27
555,Recycled Plastic,608,Sustainable Works,1999.77,Miami,No,2023-06-23
556,Hempcrete,271,NatureBricks,611.0,Houston,Yes,2023-08-08
557,Straw Bale,256,GreenBuild Ltd.,1138.18,Seattle,Yes,2023-01-19
558,Rammed Earth,173,EcoCement Co.,627.27,Chicago,Yes,2023-09-05
559,Straw Bale,404,Sustainable Works,1850.39,San Francisco,No,2023-06-23
560,Hempcrete,191,GreenBuild Ltd.,384.74,Denver,Yes,2023-12-25
561,Straw Bale,938,Sustainable Works,4593.31,Boston,Yes,2023-02-06
562,Hempcrete,291,GreenBuild Ltd.,1008.16,Boston,No,2023-10-02
563,Recycled Plastic,839,EcoCement Co.,2659.06,Austin,No,2023-08-18
564,Bamboo Fiber,498,PlasticCycle,1039.72,Chicago,No,2023-11-28
565,Bamboo Fiber,131,NatureBricks,355.26,San Francisco,Yes,2023-10-15
566,Rammed Earth,972,EarthInnovations,2434.1,Denver,Yes,2023-12-29
567,Hempcrete,741,GreenBuild Ltd.,3407.72,Houston,Yes,2023-08-16
568,Geopolymer,266,NatureBricks,920.39,Boston,No,2023-05-29
569,Recycled Plastic,587,NatureBricks,1577.91,Boston,No,2023-11-30
570,Bamboo Fiber,329,GreenBuild Ltd.,829.73,San Francisco,No,2023-01-03
571,Bamboo Fiber,508,EcoCement Co.,1197.53,San Francisco,No,2023-08-05
572,Hempcrete,580,Sustainable Works,1920.03,Denver,Yes,2023-08-21
573,Hempcrete,107,Sustainable Works,329.71,San Francisco,No,2023-11-16
574,Recycled Plastic,768,PlasticCycle,2646.5,Miami,Yes,2023-02-06
575,Rammed Earth,982,GreenBuild Ltd.,3172.31,Austin,Yes,2023-10-17
576,Straw Bale,575,NatureBricks,2653.75,Seattle,No,2023-12-17
577,Recycled Plastic,232,EarthInnovations,509.84,Los Angeles,No,2023-06-16
578,Recycled Plastic,797,EcoCement Co.,3962.21,Denver,Yes,2023-04-26
579,Straw Bale,112,PlasticCycle,361.97,Los Angeles,Yes,2023-06-09
580,Bamboo Fiber,333,GreenBuild Ltd.,942.65,Chicago,Yes,2023-07-18
581,Hempcrete,270,EarthInnovations,954.38,Austin,Yes,2023-10-25
582,Geopolymer,881,GreenBuild Ltd.,3938.78,Los Angeles,Yes,2023-11-03
583,Geopolymer,540,EcoCement Co.,2037.0,New York,No,2023-12-08
584,Hempcrete,405,PlasticCycle,1689.65,Boston,Yes,2023-09-20
585,Recycled Plastic,189,Sustainable Works,817.84,Chicago,Yes,2023-06-23
586,Rammed Earth,490,EarthInnovations,1980.11,New York,Yes,2023-07-19
587,Straw Bale,494,Sustainable Works,2313.76,Austin,No,2023-01-26
588,Straw Bale,958,PlasticCycle,2060.59,New York,No,2023-01-02
589,Straw Bale,785,EarthInnovations,1817.87,Seattle,Yes,2023-09-10
590,Geopolymer,364,NatureBricks,1591.61,Boston,Yes,2023-03-22
591,Recycled Plastic,433,PlasticCycle,1846.49,Denver,No,2023-12-26
592,Hempcrete,517,EarthInnovations,1692.24,Austin,No,2023-04-07
593,Rammed Earth,541,EcoCement Co.,2037.46,Los Angeles,No,2023-10-23
594,Rammed Earth,692,NatureBricks,1620.57,Boston,No,2023-02-13
595,Bamboo Fiber,259,PlasticCycle,684.9,New York,Yes,2023-11-01
596,Recycled Plastic,530,NatureBricks,1491.06,Seattle,Yes,2023-12-11
597,Geopolymer,443,EcoCement Co.,1774.86,New York,No,2023-11-19
598,Hempcrete,922,Sustainable Works,2626.57,Miami,No,2023-11-25
599,Hempcrete,807,EarthInnovations,2512.27,Los Angeles,Yes,2023-06-18
600,Geopolymer,829,EarthInnovations,4065.92,San Francisco,No,2023-10-27
601,Recycled Plastic,804,PlasticCycle,3236.64,San Francisco,No,2023-08-02
602,Geopolymer,178,EarthInnovations,784.27,New York,Yes,2023-05-04
603,Straw Bale,826,PlasticCycle,1711.24,San Francisco,No,2023-10-12
604,Recycled Plastic,795,EarthInnovations,2483.93,Los Angeles,Yes,2023-04-18
605,Geopolymer,121,EcoCement Co.,438.48,Austin,No,2023-02-24
606,Bamboo Fiber,955,PlasticCycle,3986.47,Boston,Yes,2023-07-20
607,Straw Bale,426,PlasticCycle,1617.97,Los Angeles,Yes,2023-06-20
608,Rammed Earth,715,NatureBricks,2525.39,Austin,Yes,2023-12-21
609,Rammed Earth,893,Sustainable Works,3553.14,Seattle,No,2023-12-14
610,Bamboo Fiber,984,GreenBuild Ltd.,3010.27,San Francisco,No,2023-01-03
611,Hempcrete,224,GreenBuild Ltd.,784.65,New York,No,2023-05-10
612,Recycled Plastic,136,EarthInnovations,520.81,San Francisco,Yes,2023-02-19
613,Recycled Plastic,455,GreenBuild Ltd.,1990.65,Boston,No,2023-08-24
614,Geopolymer,263,NatureBricks,756.64,Boston,No,2023-05-01
615,Hempcrete,275,NatureBricks,1298.83,Miami,No,2023-06-08
616,Rammed Earth,850,NatureBricks,1839.64,Seattle,No,2023-07-13
617,Hempcrete,665,Sustainable Works,2579.4,Miami,No,2023-04-26
618,Straw Bale,373,PlasticCycle,923.39,Houston,No,2023-11-13
619,Bamboo Fiber,960,PlasticCycle,2940.17,San Francisco,No,2023-11-30
620,Rammed Earth,682,NatureBricks,1509.51,Seattle,No,2023-11-01
621,Straw Bale,712,EcoCement Co.,2464.57,New York,Yes,2023-11-14
622,Hempcrete,482,EarthInnovations,1386.05,Seattle,Yes,2023-03-10
623,Recycled Plastic,820,GreenBuild Ltd.,1852.58,New York,No,2023-06-19
624,Bamboo Fiber,824,Sustainable Works,2346.81,Los Angeles,Yes,2023-02-07
625,Straw Bale,528,EcoCement Co.,1134.08,Seattle,Yes,2023-07-23
626,Recycled Plastic,676,EcoCement Co.,3030.36,Austin,Yes,2023-02-01
627,Hempcrete,925,PlasticCycle,3671.7,Miami,No,2023-01-11
628,Rammed Earth,570,Sustainable Works,1873.44,Chicago,Yes,2023-01-23
629,Straw Bale,617,GreenBuild Ltd.,1374.33,Chicago,Yes,2023-08-04
630,Rammed Earth,125,GreenBuild Ltd.,533.25,Miami,Yes,2023-05-04
631,Geopolymer,629,EarthInnovations,2325.91,Seattle,No,2023-10-03
632,Rammed Earth,339,NatureBricks,960.78,San Francisco,No,2023-08-29
633,Bamboo Fiber,638,EarthInnovations,1595.68,Seattle,No,2023-12-24
634,Hempcrete,940,Sustainable Works,2618.52,Boston,Yes,2023-02-22
635,Straw Bale,653,EarthInnovations,1529.48,Seattle,Yes,2023-09-21
636,Rammed Earth,670,PlasticCycle,2911.64,New York,Yes,2023-10-31
637,Recycled Plastic,978,PlasticCycle,1991.18,Miami,Yes,2023-10-23
638,Geopolymer,346,EarthInnovations,895.59,Los Angeles,No,2023-05-11
639,Rammed Earth,902,Sustainable Works,4446.77,Denver,No,2023-05-11
640,Hempcrete,392,NatureBricks,1587.32,Denver,Yes,2023-08-06
641,Geopolymer,181,PlasticCycle,556.65,Denver,Yes,2023-02-18
642,Straw Bale,861,GreenBuild Ltd.,4001.96,Austin,Yes,2023-04-07
643,Hempcrete,415,Sustainable Works,1131.31,Austin,Yes,2023-04-01
644,Straw Bale,422,GreenBuild Ltd.,1877.45,Miami,Yes,2023-10-03
645,Rammed Earth,124,GreenBuild Ltd.,335.76,Denver,Yes,2023-09-13
646,Recycled Plastic,327,Sustainable Works,1057.92,Chicago,No,2023-04-18
647,Rammed Earth,797,GreenBuild Ltd.,2687.18,Miami,Yes,2023-03-27
648,Recycled Plastic,630,Sustainable Works,2286.81,Denver,No,2023-12-05
649,Bamboo Fiber,215,EarthInnovations,1044.5,San Francisco,Yes,2023-05-14
650,Hempcrete,146,NatureBricks,698.93,Boston,No,2023-11-23
651,Hempcrete,387,GreenBuild Ltd.,1749.05,Denver,Yes,2023-12-28
652,Geopolymer,588,Sustainable Works,1340.11,Denver,Yes,2023-09-14
653,Recycled Plastic,832,EcoCement Co.,4149.41,Austin,No,2023-02-18
654,Bamboo Fiber,710,GreenBuild Ltd.,2343.49,Boston,Yes,2023-01-31
655,Hempcrete,340,PlasticCycle,1232.7,Denver,No,2023-11-06
656,Straw Bale,285,GreenBuild Ltd.,1024.6,Boston,Yes,2023-05-06
657,Rammed Earth,857,EcoCement Co.,3723.96,Houston,No,2023-11-15
658,Hempcrete,711,GreenBuild Ltd.,2998.03,Denver,No,2023-06-21
659,Rammed Earth,960,Sustainable Works,4145.31,Denver,Yes,2023-10-27
660,Hempcrete,220,PlasticCycle,650.86,Miami,No,2023-03-25
661,Hempcrete,568,Sustainable Works,1295.06,Denver,Yes,2023-09-03
662,Straw Bale,655,GreenBuild Ltd.,2209.6,New York,Yes,2023-03-12
663,Straw Bale,671,GreenBuild Ltd.,1427.63,Seattle,Yes,2023-02-23
664,Recycled Plastic,466,EcoCement Co.,951.1,Miami,No,2023-10-31
665,Straw Bale,398,GreenBuild Ltd.,1154.5,Boston,Yes,2023-01-30
666,Hempcrete,843,GreenBuild Ltd.,4172.01,Boston,Yes,2023-07-06
667,Rammed Earth,697,Sustainable Works,1590.57,San Francisco,No,2023-09-06
668,Geopolymer,862,GreenBuild Ltd.,2255.86,Austin,No,2023-11-18
669,Hempcrete,694,PlasticCycle,3028.62,Miami,No,2023-11-08
670,Hempcrete,251,PlasticCycle,727.87,Los Angeles,No,2023-04-02
671,Recycled Plastic,427,NatureBricks,951.17,Denver,No,2023-04-22
672,Rammed Earth,673,EarthInnovations,2870.78,New York,No,2023-05-05
673,Rammed Earth,494,GreenBuild Ltd.,2069.48,Denver,Yes,2023-10-26
674,Hempcrete,109,GreenBuild Ltd.,235.55,Boston,No,2023-10-07
675,Rammed Earth,984,Sustainable Works,2116.5,Austin,No,2023-05-30
676,Geopolymer,109,GreenBuild Ltd.,397.67,Austin,Yes,2023-12-14
677,Rammed Earth,306,GreenBuild Ltd.,701.22,Los Angeles,No,2023-12-23
678,Hempcrete,332,NatureBricks,1579.83,Miami,Yes,2023-05-19
679,Rammed Earth,771,Sustainable Works,2767.75,Houston,Yes,2023-03-07
